RG1
5 reads
['E00338:95:HGNWJCCXY:3:1209:9617:67832', 'E00338:95:HGNWJCCXY:3:1209:9638:67937', 'E00338:95:HGNWJCCXY:3:1219:8329:42429', 'E00338:95:HGNWJCCXY:3:1219:8572:42464', 'E00338:95:HGNWJCCXY:7:1206:6329:52818']

id	scaffold	start	end	EVE_name	EVE_start	EVE_end	EVE_distance	piwi_cluster_name	piwi_cluster_start	piwi_cluster_end	piwi_cluster_distance
NW_021837156.1:17989425-17989703	NW_021837156.1	17989425	17989703	.	.	.	.	.	.	.	.
NW_021837156.1:18720523-18721193	NW_021837156.1	18720523	18721193	.	.	.	.	.	.	.	.
NW_021837156.1:20773980-20774258	NW_021837156.1	20773980	20774258	.	.	.	.	.	.	.	.
NW_021837156.1:20965248-20965526	NW_021837156.1	20965248	20965526	.	.	.	.	.	.	.	.
NW_021837156.1:28056562-28056839	NW_021837156.1	28056562	28056839	.	.	.	.	.	.	.	.
NW_021837156.1:28083237-28083515	NW_021837156.1	28083237	28083515	.	.	.	.	.	.	.	.
NW_021837156.1:29288850-29289125	NW_021837156.1	29288850	29289125	.	.	.	.	.	.	.	.
NW_021837156.1:29360519-29360720	NW_021837156.1	29360519	29360720	.	.	.	.	.	.	.	.
NW_021837156.1:34070207-34070485	NW_021837156.1	34070207	34070485	.	.	.	.	.	.	.	.
NW_021837156.1:34349257-34349535	NW_021837156.1	34349257	34349535	.	.	.	.	.	.	.	.
NW_021837156.1:35713931-35714209	NW_021837156.1	35713931	35714209	.	.	.	.	.	.	.	.
NW_021837156.1:37111221-37111498	NW_021837156.1	37111221	37111498	.	.	.	.	.	.	.	.
NW_021837156.1:37764985-37765263	NW_021837156.1	37764985	37765263	.	.	.	.	.	.	.	.
NW_021837156.1:3830050-3830328	NW_021837156.1	3830050	3830328	.	.	.	.	.	.	.	.
NW_021837156.1:41996193-41996470	NW_021837156.1	41996193	41996470	.	.	.	.	.	.	.	.
NW_021837156.1:43078482-43078760	NW_021837156.1	43078482	43078760	.	.	.	.	.	.	.	.
NW_021837156.1:43630610-43630888	NW_021837156.1	43630610	43630888	.	.	.	.	.	.	.	.
NW_021837156.1:46120514-46120792	NW_021837156.1	46120514	46120792	.	.	.	.	.	.	.	.
NW_021837156.1:46798665-46798943	NW_021837156.1	46798665	46798943	.	.	.	.	.	.	.	.
NW_021837156.1:47776178-47776456	NW_021837156.1	47776178	47776456	.	.	.	.	.	.	.	.
NW_021837156.1:48564590-48565248	NW_021837156.1	48564590	48565248	.	.	.	.	.	.	.	.
NW_021837156.1:48993312-48993582	NW_021837156.1	48993312	48993582	.	.	.	.	.	.	.	.
NW_021837156.1:53502673-53502951	NW_021837156.1	53502673	53502951	.	.	.	.	.	.	.	.
NW_021837156.1:54800177-54800455	NW_021837156.1	54800177	54800455	.	.	.	.	.	.	.	.
NW_021837156.1:56293530-56293808	NW_021837156.1	56293530	56293808	.	.	.	.	.	.	.	.
NW_021837156.1:57604595-57604873	NW_021837156.1	57604595	57604873	.	.	.	.	.	.	.	.
NW_021837156.1:58052984-58053262	NW_021837156.1	58052984	58053262	.	.	.	.	.	.	.	.
NW_021837156.1:60082056-60082334	NW_021837156.1	60082056	60082334	.	.	.	.	.	.	.	.
NW_021837156.1:62176983-62177261	NW_021837156.1	62176983	62177261	.	.	.	.	.	.	.	.
NW_021837156.1:7956615-7956887	NW_021837156.1	7956615	7956887	.	.	.	.	.	.	.	.
NW_021837156.1:8444069-8444347	NW_021837156.1	8444069	8444347	.	.	.	.	.	.	.	.
NW_021837157.1:375331-375609	NW_021837157.1	375331	375609	.	.	.	.	.	.	.	.
NW_021837168.1:1351105-1351383	NW_021837168.1	1351105	1351383	.	.	.	.	.	.	.	.
NW_021837168.1:385790-386068	NW_021837168.1	385790	386068	.	.	.	.	.	.	.	.
NW_021837179.1:805127-805405	NW_021837179.1	805127	805405	.	.	.	.	.	.	.	.
NW_021837190.1:71013-71290	NW_021837190.1	71013	71290	.	.	.	.	.	.	.	.
NW_021837201.1:1644002-1644280	NW_021837201.1	1644002	1644280	.	.	.	.	.	.	.	.
NW_021837211.1:56784-57046	NW_021837211.1	56784	57046	.	.	.	.	.	.	.	.
NW_021837212.1:228249-228524	NW_021837212.1	228249	228524	.	.	.	.	.	.	.	.
NW_021837212.1:87598-87876	NW_021837212.1	87598	87876	.	.	.	.	.	.	.	.
NW_021837215.1:15054-15321	NW_021837215.1	15054	15321	.	.	.	.	.	.	.	.
NW_021837234.1:1076582-1077024	NW_021837234.1	1076582	1077024	.	.	.	.	.	.	.	.
NW_021837245.1:1170681-1170960	NW_021837245.1	1170681	1170960	.	.	.	.	.	.	.	.
NW_021837245.1:362274-362552	NW_021837245.1	362274	362552	.	.	.	.	.	.	.	.
NW_021837256.1:1525600-1525877	NW_021837256.1	1525600	1525877	.	.	.	.	.	.	.	.
NW_021837259.1:2807-3085	NW_021837259.1	2807	3085	.	.	.	.	.	.	.	.
NW_021837259.1:35225-35498	NW_021837259.1	35225	35498	.	.	.	.	.	.	.	.
NW_021837267.1:10772002-10772555	NW_021837267.1	10772002	10772555	.	.	.	.	.	.	.	.
NW_021837267.1:22756783-22757061	NW_021837267.1	22756783	22757061	.	.	.	.	.	.	.	.
NW_021837267.1:23690088-23690278	NW_021837267.1	23690088	23690278	.	.	.	.	.	.	.	.
NW_021837267.1:25231327-25231605	NW_021837267.1	25231327	25231605	.	.	.	.	.	.	.	.
NW_021837267.1:25363052-25363330	NW_021837267.1	25363052	25363330	.	.	.	.	.	.	.	.
NW_021837267.1:26917061-26917337	NW_021837267.1	26917061	26917337	.	.	.	.	.	.	.	.
NW_021837267.1:27842332-27842610	NW_021837267.1	27842332	27842610	.	.	.	.	.	.	.	.
NW_021837267.1:33456710-33456988	NW_021837267.1	33456710	33456988	.	.	.	.	.	.	.	.
NW_021837267.1:37275722-37276000	NW_021837267.1	37275722	37276000	.	.	.	.	.	.	.	.
NW_021837267.1:38944510-38944788	NW_021837267.1	38944510	38944788	.	.	.	.	.	.	.	.
NW_021837267.1:39785784-39786062	NW_021837267.1	39785784	39786062	.	.	.	.	.	.	.	.
NW_021837267.1:39994898-39995176	NW_021837267.1	39994898	39995176	.	.	.	.	.	.	.	.
NW_021837267.1:41320602-41320880	NW_021837267.1	41320602	41320880	.	.	.	.	.	.	.	.
NW_021837267.1:41725464-41725742	NW_021837267.1	41725464	41725742	.	.	.	.	.	.	.	.
NW_021837267.1:42684998-42685276	NW_021837267.1	42684998	42685276	.	.	.	.	.	.	.	.
NW_021837267.1:44741794-44742072	NW_021837267.1	44741794	44742072	.	.	.	.	.	.	.	.
NW_021837267.1:46692172-46692450	NW_021837267.1	46692172	46692450	.	.	.	.	.	.	.	.
NW_021837267.1:5741439-5741675	NW_021837267.1	5741439	5741675	.	.	.	.	.	.	.	.
NW_021837267.1:6344647-6345460	NW_021837267.1	6344647	6345460	.	.	.	.	.	.	.	.
NW_021837267.1:6929263-6929541	NW_021837267.1	6929263	6929541	.	.	.	.	.	.	.	.
NW_021837267.1:792048-792326	NW_021837267.1	792048	792326	.	.	.	.	.	.	.	.
NW_021837267.1:8647398-8647676	NW_021837267.1	8647398	8647676	.	.	.	.	.	.	.	.
NW_021837279.1:126701-126971	NW_021837279.1	126701	126971	.	.	.	.	.	.	.	.
NW_021837279.1:158221-158498	NW_021837279.1	158221	158498	.	.	.	.	.	.	.	.
NW_021837290.1:531230-531508	NW_021837290.1	531230	531508	.	.	.	.	.	.	.	.
NW_021837304.1:62910-63092	NW_021837304.1	62910	63092	.	.	.	.	.	.	.	.
NW_021837312.1:199073-199351	NW_021837312.1	199073	199351	.	.	.	.	.	.	.	.
NW_021837334.1:1047849-1048127	NW_021837334.1	1047849	1048127	.	.	.	.	.	.	.	.
NW_021837340.1:33942-34220	NW_021837340.1	33942	34220	.	.	.	.	.	.	.	.
NW_021837378.1:12026900-12027178	NW_021837378.1	12026900	12027178	.	.	.	.	.	.	.	.
NW_021837378.1:13025614-13025848	NW_021837378.1	13025614	13025848	.	.	.	.	.	.	.	.
NW_021837378.1:13741657-13742344	NW_021837378.1	13741657	13742344	.	.	.	.	.	.	.	.
NW_021837378.1:13793852-13794130	NW_021837378.1	13793852	13794130	.	.	.	.	.	.	.	.
NW_021837378.1:183162-183440	NW_021837378.1	183162	183440	.	.	.	.	.	.	.	.
NW_021837378.1:21407610-21407888	NW_021837378.1	21407610	21407888	.	.	.	.	.	.	.	.
NW_021837378.1:23063546-23063824	NW_021837378.1	23063546	23063824	.	.	.	.	.	.	.	.
NW_021837378.1:24302925-24303151	NW_021837378.1	24302925	24303151	.	.	.	.	.	.	.	.
NW_021837378.1:33691002-33691280	NW_021837378.1	33691002	33691280	.	.	.	.	.	.	.	.
NW_021837378.1:33929274-33929552	NW_021837378.1	33929274	33929552	.	.	.	.	.	.	.	.
NW_021837378.1:36664889-36665167	NW_021837378.1	36664889	36665167	.	.	.	.	.	.	.	.
NW_021837378.1:42882706-42882984	NW_021837378.1	42882706	42882984	.	.	.	.	.	.	.	.
NW_021837378.1:45919185-45919626	NW_021837378.1	45919185	45919626	.	.	.	.	.	.	.	.
NW_021837378.1:5324741-5325019	NW_021837378.1	5324741	5325019	.	.	.	.	.	.	.	.
NW_021837378.1:6845676-6845921	NW_021837378.1	6845676	6845921	.	.	.	.	.	.	.	.
NW_021837378.1:7328213-7328491	NW_021837378.1	7328213	7328491	.	.	.	.	.	.	.	.
NW_021837378.1:7433474-7433750	NW_021837378.1	7433474	7433750	.	.	.	.	.	.	.	.
NW_021837378.1:7704378-7704656	NW_021837378.1	7704378	7704656	.	.	.	.	.	.	.	.
NW_021837378.1:8174260-8174538	NW_021837378.1	8174260	8174538	.	.	.	.	Cluster301	8158202	8177822	0
NW_021837378.1:8551209-8551487	NW_021837378.1	8551209	8551487	.	.	.	.	.	.	.	.
NW_021837423.1:963093-963371	NW_021837423.1	963093	963371	.	.	.	.	.	.	.	.
NW_021837489.1:10604121-10604399	NW_021837489.1	10604121	10604399	.	.	.	.	.	.	.	.
NW_021837489.1:14851008-14851285	NW_021837489.1	14851008	14851285	.	.	.	.	.	.	.	.
NW_021837489.1:15914958-15915235	NW_021837489.1	15914958	15915235	.	.	.	.	.	.	.	.
NW_021837489.1:19568035-19568304	NW_021837489.1	19568035	19568304	.	.	.	.	.	.	.	.
NW_021837489.1:22243991-22244269	NW_021837489.1	22243991	22244269	.	.	.	.	.	.	.	.
NW_021837489.1:22853875-22854122	NW_021837489.1	22853875	22854122	.	.	.	.	.	.	.	.
NW_021837489.1:24892366-24892640	NW_021837489.1	24892366	24892640	.	.	.	.	.	.	.	.
NW_021837489.1:2504304-2504582	NW_021837489.1	2504304	2504582	.	.	.	.	.	.	.	.
NW_021837489.1:2679187-2679465	NW_021837489.1	2679187	2679465	.	.	.	.	.	.	.	.
NW_021837489.1:33414163-33414441	NW_021837489.1	33414163	33414441	.	.	.	.	.	.	.	.
NW_021837489.1:35270806-35271082	NW_021837489.1	35270806	35271082	.	.	.	.	.	.	.	.
NW_021837489.1:36394445-36395105	NW_021837489.1	36394445	36395105	.	.	.	.	.	.	.	.
NW_021837489.1:36551919-36552197	NW_021837489.1	36551919	36552197	.	.	.	.	.	.	.	.
NW_021837489.1:36554605-36554883	NW_021837489.1	36554605	36554883	.	.	.	.	.	.	.	.
NW_021837489.1:39706219-39706497	NW_021837489.1	39706219	39706497	.	.	.	.	.	.	.	.
NW_021837489.1:39708912-39709190	NW_021837489.1	39708912	39709190	.	.	.	.	.	.	.	.
NW_021837489.1:43724642-43724920	NW_021837489.1	43724642	43724920	.	.	.	.	.	.	.	.
NW_021837489.1:43730102-43730380	NW_021837489.1	43730102	43730380	.	.	.	.	.	.	.	.
NW_021837489.1:43735567-43735845	NW_021837489.1	43735567	43735845	.	.	.	.	.	.	.	.
NW_021837489.1:43744683-43744961	NW_021837489.1	43744683	43744961	.	.	.	.	.	.	.	.
NW_021837489.1:45291149-45291427	NW_021837489.1	45291149	45291427	.	.	.	.	Cluster377	45290508	45313583	0
NW_021837489.1:48855658-48855892	NW_021837489.1	48855658	48855892	.	.	.	.	.	.	.	.
NW_021837489.1:49703717-49703997	NW_021837489.1	49703717	49703997	.	.	.	.	.	.	.	.
NW_021837489.1:52421742-52422020	NW_021837489.1	52421742	52422020	.	.	.	.	.	.	.	.
NW_021837489.1:8090962-8091240	NW_021837489.1	8090962	8091240	.	.	.	.	.	.	.	.
NW_021837489.1:9254349-9254627	NW_021837489.1	9254349	9254627	.	.	.	.	.	.	.	.
NW_021837489.1:9495939-9496218	NW_021837489.1	9495939	9496218	.	.	.	.	.	.	.	.
NW_021837491.1:13631-13909	NW_021837491.1	13631	13909	.	.	.	.	.	.	.	.
NW_021837512.1:897947-898225	NW_021837512.1	897947	898225	.	.	.	.	.	.	.	.
NW_021837523.1:1266346-1266623	NW_021837523.1	1266346	1266623	.	.	.	.	.	.	.	.
NW_021837534.1:539875-540153	NW_021837534.1	539875	540153	.	.	.	.	.	.	.	.
